bacia,lat,long,od,alt,larg,prof,veloc
Negro,-19.68519,-54.97143,5.59,317,2.2,0.374,0.292
Negro,-19.71439,-54.98419,5.94,308,2.92,0.112,0.366
Negro,-19.75963,-54.99094,5.66,318,1.34,0.18,0.164
Negro,-20.04446,-55.60677,6.43,169,1.4,0.165,0.4
Negro,-20.02074,-55.57614,4.5,171,1.46,0.148,0.214
Negro,-19.81403,-55.46343,5.27,148,1.3,0.19,0.326
Negro,-19.93877,-55.32846,6.31,204,3.25,0.217,0.5
Negro,-20.10583,-55.38219,6.47,175,1.38,0.154,0.532
Negro,-20.1658,-55.50663,6.12,200,1.36,0.174,0.32
Negro,-20.17611,-55.44376,3.18,179,3.66,0.37,0.417
Iguatemi,-23.244114,"-55,26866",9.37,448,2.36,0.374,0.372
Iguatemi,-23.261754,"-55,42170",8.66,384,9.2,0.51,0.516
Iguatemi,-23.16777,"-55,11328",7.91,394,2.4,0.442,0.532
Iguatemi,-23.19498,"-55,09119",5.09,396,3.2,0.23,0.226
Iguatemi,-23.2933,"-55,53279",8.26,481,1.734,0.448,0.546
Iguatemi,-23.29618,"-55,48340",4.72,495,1.5,0.17,0.18
Iguatemi,-23.26393,"-55,45603",7.78,441,1.6,0.192,0.164
Iguatemi,-23.892178,-54.311701,7.99,238,1.5,1.3,0.7
Iguatemi,-23.851399,-54.4020578,8.25,249,1.7,0.32,0.78
Iguatemi,-23.791287,-54.548577,7.58,258,2,0.4,0.93
Iguatemi,-23.765826,-54.420578,8.32,246,1.7,0.45,0.93
Iguatemi,-23.826596,-54.839042,9.44,280,3.1,0.26,1.2
Iguatemi,-23.862271,-54.913787,7.57,265,1,0.4,0.5
Iguatemi,-23.889683,-54.97731,7.81,270,4,0.72,0.65
Iguatemi,-23.968396,-55.057758,2.64,316,1.5,1,0.05
Iguatemi,-23.941631,-55.304355,8.34,358,2.15,0.3,0.6
Iguatemi,-23.921638,-55.371323,8.8,326,1.8,0.5,0.63
Iguatemi,-23.79375,-55.35092,9.36,313,2.5,0.25,0.7
Iguatemi,-23.73507,-55.37957,9.67,319,3,0.55,0.58
Iguatemi,-23.67180,-55.39532,7.55,320,2.2,0.455,0.483
Iguatemi,-23.53563,-55.14944,5.23,336,0.8,1.1,0.3
Iguatemi,-23.510105,-55.007246,8.99,280,5,0.3,0.571
Iguatemi,-23.56699,-54.74133,6.72,252,8,0.45,0.75
Iguatemi,-23.49913,-54.85303,8.65,304,1,0.4,0.353
Iguatemi,-23.42432,-54.91474,9.36,315,1,0.366,0.571
Iguatemi,-23.69375,-54.4720277777778,5.94,313,3,0.6,0.6
Iguatemi,-23.7296388888889,-54.5821111111111,7.96,346,5.5,0.75,0.6
Iguatemi,-23.7040277777778,-55.0463888888889,6.8,310,1.2,0.4,0.3
Iguatemi,-23.8306944444444,-55.0161388888889,0.5,290,2.5,0.8,0.1
Iguatemi,-23.643926,-54.848284,6.36,400,1,0.8,0.8
Iguatemi,-23.803469,-54.304222,6.03,240,2,0.6,0.5
Iguatemi,-23.96,-55.41,5.2,416,8,0.4,0.4
Iguatemi,"-23,83850000","-55,07608333",7.38,387,0.7,0.6,0.66
Iguatemi,-23.666498,-55.211860,6.6,360,10,0.6,0.44
Iguatemi,-23.645070,-55.201342,6.9,368,1.5,0.5,0.47
Iguatemi,-23.227644,-55.335401,7.56,476,2.5,0.5,0.5
Iguatemi,-23.24475,-55.3520833333333,8,468,4,0.5,0.345
Iguatemi,-23.48832,-54.60037,9.2,343,1.5,0.4,0.378
Iguatemi,-23.57059,-54.66912,9.04,263,4,0.75,0.461
Iguatemi,-23.35618,-54.76896,8.31,397,0.5,0.15,0.545
Iguatemi,-23.505705,-54.836876,6.99,270,50,1.8,0.65
Iguatemi,-23.505322,-54.836774,9.53,270,2.5,0.35,0.75
Iguatemi,-23.41216,-54.93961,8.14,285,2.5,0.35,0.8
Iguatemi,-23.35342,-55.01641,8.72,308,2.5,0.6,0.625
Iguatemi,-23.33086,-55.0873,0.62,387,0.7,0.5,0.4
Iguatemi,-23.33499,-55.25882,7.95,384,5.2,0.3,0.4615
Iguatemi,-23.64994,-55.00991,5.69,326,0.85,0.6,0.6857
Iguatemi,-23.483681,-54.86327,8.05,300,1.17,0.65,0.7
Iguatemi,-23.450609,-54.888387,7.5,290,2.7,0.4,0.54
Iguatemi,-23.504358,-54.996281,8.25,298,2.2,0.4,0.55
Iguatemi,-23.2641388888889,-55.4207777777778,8.29,482,8,0.5,0.51
Iguatemi,-23.34000,-55.4126111111111,7.54,400,13,1.2,0.4
Iguatemi,-23.8296388888889,-55.0811944444444,7.05,352,25,1.5,0.47
Iguatemi,-23.8427777777778,-55.0735277777778,7.63,295,70,2.2,0.43
Iguatemi,-23.7305833333333,-54.5878611111111,7.37,247,80,2.6,0.38
Iguatemi,-23.8261666666667,-54.3459444444444,7.57,235,90,2.8,0.44
Iguatemi,-23.8361388888889,-54.3181666666667,7.02,230,100,3.2,0.37
Iguatemi,-23.8529444444444,-54.2883333333333,7.54,226,110,3.5,0.36
Iguatemi,-23.24475,-55.3520833333333,7.99,468,3,0.4,0.34
Iguatemi,-23.3407,-55.1953,7.68,324,10,0.7,0.51
Iguatemi,-23.6548333333333,-54.6705,7.25,250,150,2.1,0.28
Iguatemi,-23.834258,-54.349592,NA,233,2.5,0.46,NA
Iguatemi,-23.801528,-54.440556,NA,249,2.8,0.36,NA
Iguatemi,-23.897900,-54.270431,NA,234,3.2,.47,NA
